rva	sub	name	lane	size	n_callees	n_blocking	blocking	arg_hint	n_callers_c2plus	notes
00402fb0	hud	FUN_00402fb0	state-runnable-now	148	2	0		stack	2	promoted_from=re/analysis/hud_ingame_d2/0x00402fb0.md; batch-ab; sub-mode 0xb pulsing spinner; sine(DAT_00636afc) FPU-round; alpha=0x80-val; draws sprite 0x2A4 
0040ad90	gameplay	FUN_0040ad90	state-runnable-now	148	2	0		stack,eax-deref,fpu	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
0041db90	boot	FUN_0041db90	state-runnable-now	148	4	0		stack,ecx-this,eax-deref	0	"FUN_0042a5d0(""RacePanel.dff""); FUN_004b6520(&DAT_0063d5a0 0x54); FUN_004b51d0(result &DAT_0063d5a0 0x10); at i==2: FUN_004b52f0+write 0xff323232"
005ac7e0	audio	FUN_005ac7e0	state-runnable-now	148	3	0		stack,ecx-this,eax-deref	0	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
00466100	audio	FUN_00466100	state-runnable-now	149	2	0		stack,ecx-this,eax-deref	1	batch_y s2 MIXED gameplay: vehicle-physics-core (0x00466100..0x0046dd90) + scripted-entity-bytecode (0x00471430..0x00474890) + scenery-actor-pool + WorldDestroy
00476390	render	FUN_00476390	state-runnable-now	149	4	0		ecx-this	1	"effect-system init: zero 8 structs; init 4 ""flames3"" slots (0x817) + 4 ""smoke"" slots (0x817) + 1 exhaust slot (0x807) via FUN_004770c0; U-4430"
004c3910	render	FUN_004c3910	state-runnable-now	149	0	0		stack,ecx-this,eax-deref,fpu	1	,Vec3Normalize: sum=dot(in,in); FastInvSqrt(sum) via table2; out=in*invSqrt; returns invSqrt; zero-in→zero-out | batch-render-4-s1 plate at re/analysis/render_4
004cfe40	render	FUN_004cfe40	state-runnable-now	149	1	0		ecx-this,eax-deref	1	,render pool teardown: drain node list DAT_007d46e0 via vtable+0x11c; FreeList destroy DAT_007d46e4/dc via FUN_004cc9f0; zero DAT_007d46cc/d0/d4/d8; counterpart
0041f120	util	Player::ComputeVehicleToCameraVec	state-runnable-now	150	1	0		stack,ecx-this,eax-deref,fpu	2	idx*0x2AC; vehicle ptr DAT_0063dc7c+idx; vehicle pos *(vehicle+4)+0x40/44/48; delta from DAT_0063dc38/3c/40; *param_3=sq_dist; *param_2=FUN_004c3ac0 distance; r
0047ab30	track	SetupFog_Handler	state-runnable-now	150	3	0		stack,ecx-this,eax-deref	0	COURSE.LUA Setup_Fog handler; 5 params; writes fog RGB to DAT_006bf1cc+0x1e8/1e9/1ea; near/far floats to +0x1ec/1f0; d11007-reclass 2026-05-18: subsystem render
004c1a70	render	FUN_004c1a70	state-runnable-now	150	0	0		stack,eax-deref,fpu	5	U-3709,camera projection Z-coeff recompute: projType at +0x14; clips at +0x80/+0x84; recip if perspective; view-bounds DAT_007d3ff8+0x18/+0x1c; slope→+0x8c bias
00451ce0	gameplay	FUN_00451ce0	state-runnable-now	151	1	0		stack,ecx-this,eax-deref	0	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_am sweep-20260603-0427
005aa330	audio	FUN_005aa330	state-runnable-now	151	2	0		stack,ecx-this,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
005aaa00	audio	FUN_005aaa00	state-runnable-now	151	2	0		stack,ecx-this,eax-deref	7	audio obj teardown: vtable+0x34 dispatch; 2x linked-list unlink; FUN_005aacf0(x2); FUN_005a9f60; clears S-1364 D-4004; U-3190 U-3191 | C1->C2 batch_ah sweep-202
004c5890	render	RwTexDictionaryCreate	state-runnable-now	152	1	0		ecx-this,eax-deref	2	C3 2026-05-22 c3-batch-q-s6: RwTexDictionaryCreate alloc+init RwTexDictionary; path1 allocator_nonnull (both return valid ptr; pointer identity mismatch inheren
00477e60	render	FUN_00477e60	state-runnable-now	154	1	0		stack,ecx-this,eax-deref,fpu	2	batch_w s2 MIXED[gfx-particle-emitter+decal-shockwave-trail+geometry-plane-clip+anim-keyframe-interp+script-vm-handler-bank]; render-heavy mixed bucket | batch-
0047a1e0	track	SkyFilename_Handler	state-runnable-now	154	4	0		stack,ecx-this,eax-deref	0	COURSE.LUA Sky_Filename handler; pcVar5=(DAT_006bf1d4+1)*0x40+DAT_006bf1c8; DAT_006bf1d4++; queues sky DFF filename; d11007-reclass 2026-05-18: subsystem render
004c77c0	render	FUN_004c77c0	state-runnable-now	154	1	0		stack,ecx-this,eax-deref	11	RwRasterCreate: alloc type-hint 0x30407; +0x0c=width +0x10=height +0x14=depth; platform create via vtable+0x58; notify DAT_00618180 on success; dealloc via vtab
00414180	util	FUN_00414180	state-runnable-now	155	2	0		stack,fpu	0	154b record-init loop at DAT_0089a4c0 stride 0x74 (0x1d dwords); 4 records to 0x89a690; per-record writes (uVar1=*0x5f2eb4[iVar2], uVar3=FUN_004a2c48) at offset
004219f0	util	FUN_004219f0	state-runnable-now	155	3	0		stack,eax-deref	1	,particle effect deactivate by entity ID; 3D array search (4×2×10 slots at 0x0063fb90); clears bit; RandomFloat(0.5,1.0) → sub-obj+0x40; DEFERRED D-8263
0047a280	track	FUN_0047a280	state-runnable-now	155	4	0		stack,ecx-this,eax-deref	0	Lua C handler: filename group base 0x67 counter DAT_006bf1cc+0xc; 155b; track_collision_geometry_s14
0047a3a0	track	FUN_0047a3a0	state-runnable-now	155	4	0		stack,ecx-this,eax-deref	0	Lua C handler: filename group base 0x26 counter DAT_006bf1cc+8; 155b; track_collision_geometry_s14
0047a4a0	track	FUN_0047a4a0	state-runnable-now	155	4	0		stack,ecx-this,eax-deref	0	Lua C handler: filename group base 0x78 counter DAT_006bf1cc+0x10; 155b; track_collision_geometry_s14
0047a610	track	FUN_0047a610	state-runnable-now	155	4	0		stack,ecx-this,eax-deref	0	Lua C handler: DFF group base 0xe counter DAT_006bf1cc+4; 155b; track_collision_geometry_s14
0047a8b0	track	FUN_0047a8b0	state-runnable-now	155	4	0		stack,ecx-this,eax-deref	0	Lua C handler: filename group base 0x89 counter DAT_006bf1cc+0x14; 155b; track_collision_geometry_s14
0041a400	gameplay	FUN_0041a400	state-runnable-now	156	4	0		stack,eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
00425c00	frontend	FUN_00425c00	state-runnable-now	156	5	0		stack,eax-deref	1	C1->C2 batch-frontend-s3 2026-05-25; copter asset registration; undefined4(name_str)->1; scans DAT_00899260 stride 0x13 for free slot; builds path; calls FUN_00
00482930	vehicle	Replay::New	state-runnable-now	156	3	0		stack,eax-deref	2	alloc 0x19c bytes; magic=0x10b; fields[3..4]=duration+scale; [5]=chkpt-array(FUN_004a2c48()*0x24); [0x5b]=count-2; calls S-1560 to init; S-1560 S-1568 | C1->C2 
0049ca60	particle	FUN_0049ca60	state-runnable-now	156	2	0		stack	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
005a79a0	audio	FUN_005a79a0	state-runnable-now	156	4	0		stack,eax-deref	3	audio object unlink+free; walks wave list; DAT_007dca7c pool; S-0106..S-0108; U-0113..U-0114 | C1->C2 batch_ah sweep-20260602-0245
00407cd0	gameplay	FUN_00407cd0	state-runnable-now	157	1	0		stack,ecx-this	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
0041ffb0	boot	FUN_0041ffb0	state-runnable-now	157	4	0		-	1	promoted_from=re/analysis/boot_app_init_d5/0x0041ffb0.md; batch_u_s5_2026-05-18; loop 0..3 FUN_0041ec00(i); free 4 ptrs 0063d840; FUN_004768c0 on e49c/e4a0; if 
0049cd70	particle	FUN_0049cd70	state-runnable-now	157	1	0		stack,ecx-this,eax-deref	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0040cea0	track	FUN_0040cea0	state-runnable-now	158	8	0		stack,ecx-this,eax-deref	1	Vehicle surface setup: loads dirt.piz; FUN_00404e00/e20 lookup; DAT_0063ba90/94 handles; FUN_0041ecc0 per 4 players; S-3580..S-3583 | C1->C2 batch_aj sweep-2026
0041f4f0	gameplay	FUN_0041f4f0	state-runnable-now	158	4	0		stack,eax-deref	1	batch_w s1 MIXED[player-slot-state-accessors+gameplay-math-leaves]; small getters/setters + arithmetic leaves around player/vehicle slot state | C1->C2 batch_am
004224d0	frontend	FUN_004224d0	state-runnable-now	158	1	0		stack,ecx-this,eax-deref	1	157b: FUN_004b6520 zero-fill 0xf40 slot; copy param_2[0..3]; write fixed floats {0.5,-1.8,1.0,-0.85}; stride 0xf40; U-4211 U-4212; batch-frontend-s1-20260525
00485e50	particle	FUN_00485e50	state-runnable-now	158	1	0		stack	1	batch-ac-s1: particle sub-slot register (p1*0x8f+p2; guard DAT_006fdfbc!=1); FUN_00485c20; 5-iter 3-float write; writes DAT_006fe02c/DAT_006fdfd8/DAT_006fdff4/D
004767c0	render	FUN_004767c0	state-runnable-now	159	1	0		stack,eax-deref	1	batch-render-s6 C1->C2 2026-05-25; ring-buffer scan + zero-arg emit variant 2; calls FUN_004764f0; U-4439
0049ccd0	particle	FUN_0049ccd0	state-runnable-now	159	1	0		stack,ecx-this,eax-deref	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0041ac60	render	FUN_0041ac60	state-runnable-now	160	3	0		stack,eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
004669b0	audio	FUN_004669b0	state-runnable-now	160	4	0		-	0	SoundEngine init hub: FUN_004625b0(lang)+FUN_004627f0+FUN_0045d460; sets 11 globals incl 0x0068fccc=1000/0x0068fcbc=1.0f; U-2487..U-2490; promoted S-122
00463590	audio	FUN_00463590	state-runnable-now	161	4	0		stack,ecx-this,eax-deref	0	event-queue SFX; guard DAT_008aa254<2 + FUN_004115c0(DAT_006904e0); increments DAT_006904e0; index DAT_006053e4; freq 0x47188a00 vol 0.5; U-1078 | C1->C2 batch_
004b7330	input	FUN_004b7330	state-runnable-now	161	3	0		stack	1	alloc 0x70 block via FUN_004ba1b0; zero-init 16 fields; sentinels +0x4c/+0x58=0xffffffff +0x5c=0x7ffffffd +0x60=0x70 +0x6c=1; FUN_004b7be0 setup; fail→FUN_004b7
005b09c0	audio	FUN_005b09c0	state-runnable-now	161	1	0		stack,ecx-this,eax-deref	1	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
00476710	render	FUN_00476710	state-runnable-now	162	1	0		stack,eax-deref	1	batch-render-s6 C1->C2 2026-05-25; ring-buffer scan + zero-arg emit variant; calls FUN_004764f0; U-4438
005551d0	hud	FUN_005551d0	state-runnable-now	162	1	0		ecx-this	2	alloc font render context; vtable+0x118(DAT_00912a08 0x30199); fills: [0]=1 [1]=1.0f [4e]=LAB_00554940; [9..48]=0xffffffff; [4d]=FUN_005c4ad0(0x20); returns ptr
005ae250	audio	FUN_005ae250	state-runnable-now	162	3	0		stack,ecx-this,eax-deref	3	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
005bdf40	audio	FUN_005bdf40	state-runnable-now	162	2	0		stack,eax-deref	2	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004b7480	input	FUN_004b7480	state-runnable-now	163	3	0		stack,eax-deref	2	teardown: FUN_004ba210(1)+FUN_004b9850; arith updates on +0x60 via offsets +4/+8/+0x18/+0x1c/+0x48/+0x4c/+0x50/+0x54; FUN_004ba1b0 x5; S-2408 S-2409 U-2414..U-2
005aa3d0	audio	FUN_005aa3d0	state-runnable-now	163	2	0		stack,ecx-this,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
005ad5f0	audio	FUN_005ad5f0	state-runnable-now	163	3	0		stack,eax-deref	7	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
0048a780	particle	FUN_0048a780	state-runnable-now	164	2	0		stack,ecx-this,eax-deref	1	batch-ac-s4 C1->C2; trail-array update loop (124 entries stride 0xcc); callees FUN_0048a6f0 FUN_0048a490
00412050	render	FUN_00412050	state-runnable-now	165	3	0		stack	1	6-iter loop (0xcafe..0xcb0a); fills stride-0xb table at DAT_0063bb60; FUN_004b3f90x2+FUN_0047fad0x2+FUN_0047cdc0x2 per iter
00499ce0	render	FUN_00499ce0	state-runnable-now	166	0	0		-	0	InitViewportMatrix: zeros 12 floats + sets 4 to 1.0f at DAT_00773928-964 (0x40b block); returns 1; called from FUN_00402750; U-3014
00443d10	ai	FUN_00443d10	state-runnable-now	167	1	0		stack,ecx-this,eax-deref	1	track tile-type lookup (world XZ): 128x128 coarse grid DAT_007f1a9c + 8x8 sub-cell DAT_007f9a9c; x87 FPU args; returns 0xff if OOB | C1->C2 batch_ak sweep-20260
0047b8d0	input	FUN_0047b8d0	state-runnable-now	168	9	0		stack	1	"Lua file loader: fopen(""rb""@0x005cf010) seek+read 32k buf; fread(buf,1,ftell,f); FUN_0047b8a0(buf,count,param_2); S-0303 S-0304; U-0309; D-0820 | C1->C2 batch_a"
0045cc80	audio	FUN_0045cc80	state-runnable-now	169	2	0		stack	1	,event ring-buffer scanner; walks 256-entry circular buf; type 0x3ff03/0x3ff04 → bidirectional FUN_0045cb20(0x13 ch_a ch_b); depth-1-fill | C1->C2 batch_ah swee
004c8690	render	FUN_004c8690	state-runnable-now	169	2	0		eax-deref	0	constant pool init/reset; creates/resets shader constant table 007d4568; 260-slot array 007d4158; callees 004cc7f0 004ccc50
00403910	render	FUN_00403910	state-runnable-now	170	2	0		stack,ecx-this,eax-deref	1	promoted_from=re/analysis/c0_promotion_render_a/0x00403910.md; guards DAT_00636b70!=NULL; vtable[0x48/0x88] on *DAT_00636b70/*DAT_00636b74; FUN_004938e0/004036a
0048ff20	particle	FUN_0048ff20	state-runnable-now	170	8	0		stack	1	batch-ad-s1 C1->C2: Tri.dff load loop x30 structs stride 0x50; U-4033 U-4034 S-4116..S-4121
00417cf0	ai	FUN_00417cf0	state-runnable-now	171	2	0		stack,ecx-this,eax-deref,fpu	1	angle-gated targeting (mode-8 variant): FUN_00417730 race-angle diff; dead-zone [_DAT_005cd0ec 005cd0fc]; returns 1+pos if outside dead-zone
00427be0	render	FUN_00427be0	state-runnable-now	171	6	0		stack	1	depth-3 callee of sub_00433f40; formatted text to buffer; args (buf color float); D-5034; bucket render_frame_d3-cont1 [merged-from-dup: Formatted text draw var
004645c0	audio	FUN_004645c0	state-runnable-now	171	5	0		stack,ecx-this,eax-deref	0	per-vehicle skid SFX; index DAT_00604a10+p1; slide-state FUN_0046cbb0(p1)==2 && count>0; 3D pos + freq 0x46ac4400 vol 0.8; else vol=0; U-1082 | C1->C2 batch_ah 
00498860	util	FUN_00498860	state-runnable-now	171	5	0		stack,ecx-this	0	170b; builds sanitized time-string via FUN_004a43d2/43b9; format=%.19s.%hu; chars replaced:space/:/. -> _; indirect vtable call DAT_007d3ff8+0xd4; U-1145 U-1146
005a9c50	audio	FUN_005a9c50	state-runnable-now	171	2	0		stack,ecx-this	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
004102f0	util	FUN_004102f0	state-runnable-now	172	8	0		-	0	race-start camera-init coordinator; 171b; DAT_005f29b8==100000 one-shot: FUN_00448700(0,0)+setter(1)+S-2930+D-7724; per-tick: FUN_0046baa0 reset per alive car; 
0047abd0	track	ModifyFog_Handler	state-runnable-now	172	3	0		stack,ecx-this,eax-deref	0	COURSE.LUA Modify_Fog handler; 6 params; writes to DAT_006bf1cc+0x1f4..+0x200; d11007-reclass 2026-05-18: subsystem render->track per re/analysis/promote_c2_ren
00491b20	render	FUN_00491b20	state-runnable-now	173	0	0		stack,ecx-this,eax-deref	0	batch-render-2-s6 plate at re/analysis/render_2_c1_to_c2_s6/FUN_00491b20.md spark bolt-register max8 stride0x38 DAT_00771558; U-4625
004926c0	boot	AudioTickAndAvg	state-runnable-now	173	5	0		-	1	hot-path-behavioral 2026-05-23; QPC+input toggle+60-frame avg; per-frame; GREEN 30s survival run all-4-hooks; callers sub_00492290 C2+; callees FUN_004950b0 FUN
00406410	gameplay	FUN_00406410	state-runnable-now	174	5	0		eax-deref	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
00425ca0	frontend	FUN_00425ca0	state-runnable-now	175	2	0		stack,ecx-this,eax-deref	1	C1->C2 batch-frontend-s3 2026-05-25; spatial-transform setter on RwFrame at param_1+4; void(int,undefined4); reads +0x40/44/48 scales by 0x005cc33c calls FUN_00
004150e0	ai	FUN_004150e0	state-runnable-now	176	1	0		stack,ecx-this,eax-deref	3	track-wall lateral-zone query: 128x128 tile grid DAT_007f1a9c + 8x8 sub-cell DAT_007f9a9c; returns 1 if tile type 0 or 3 at position; U-1427 | C1->C2 batch_ak s
004daa40	render	FUN_004daa40	state-runnable-now	176	1	0		stack,ecx-this,eax-deref	3	rw-palette-quantizer init; builds bit-spread LUT at DAT_007d6c98; allocs arena via FUN_004cc7f0(0x5c,0x400,4,0x30411); allocs root node via vtable+0x118
005a6cb0	audio	FUN_005a6cb0	state-runnable-now	176	3	0		stack,ecx-this,eax-deref	2	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
005a86a0	audio	FUN_005a86a0	state-runnable-now	176	2	0		stack,eax-deref	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
00415220	ai	FUN_00415220	state-runnable-now	177	1	0		stack,eax-deref	3	AI powerup-activation: switches on DAT_0088fc88[v*0x2d] powerup type (7/9/10/0xb-0xc/0x10-0x13); writes fire-byte to ctrl-output+3; manages ready/cooldown/armed
0042c300	util	FUN_0042c300	state-runnable-now	177	1	0		stack,ecx-this,eax-deref	0	int→decimal formatter (1-3 digits); clamps to 999; writes count+digits+space as shorts to FUN_00427780(param_2) slot; U-2267
0049db00	particle	FUN_0049db00	state-runnable-now	177	3	0		stack	0	batch_ad s3 C1->C2; thread-safe stddev FUN_004a1260+__alldiv+isqrt; U-4093; S-4194..S-4197 (de90)
005aa7e0	audio	FUN_005aa7e0	state-runnable-now	177	1	0		stack,ecx-this,eax-deref	2	int offset/size compute: packed field param_1+0x40 (top nibble=align; lower28=base); bit flags param_2 add 4/8+slot counts; callee of FUN_005a9f60; clears S-368
005b3020	audio	FUN_005b3020	state-runnable-now	177	1	0		stack,ecx-this,eax-deref	1	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
004b4430	util	Camera::BuildFrame	state-runnable-now	178	2	0		stack,eax-deref,fpu	3	forward=param_2-param_1[0xC..0xE]; right=forward×param_3; up=forward×right; 3× FUN_004c39b0 normalize; FUN_004c45f0 finalize; orthonormal frame build; D-6480
00441c80	util	FUN_00441c80	state-runnable-now	179	2	0		stack,eax-deref,fpu	2	lerp of two vehicle XYZ positions; selects max-dist pair via FUN_0040e180 or override from param_2+0x1c/0x20; blend by _DAT_005cc32c; S-2500 resolved; U-3013
00459480	gameplay	FUN_00459480	state-runnable-now	179	5	0		stack,eax-deref,fpu	1	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_an sw
004c4530	render	FUN_004c4530	state-runnable-now	179	3	0		stack,ecx-this	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s2
004ce5d0	render	FUN_004ce5d0	state-runnable-now	179	2	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
004013f0	hud	FUN_004013f0	state-runnable-now	181	7	0		eax-deref	1	 cup trophy render: push-update-draw-pop on DAT_007d3ff8 world context | batch-ae-s1
004278d0	render	FUN_004278d0	state-runnable-now	181	7	0		stack	1	depth-3 callee of sub_00433f40; track/level number display; 1 int arg; D-5032; bucket render_frame_d3-cont1 [merged-from-dup: Track display: FUN_00427780+4277a0
00456eb0	gameplay	FUN_00456eb0	state-runnable-now	181	0	0		ecx-this,eax-deref	1	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_an sw
0045bae0	vehicle	FUN_0045bae0	state-runnable-now	181	8	0		stack	0	C1->C2 skeleton-prep-s4; 180B init: 4-slot loop on 0x0088fc90(stride 0xb4); loads PowerUpModels.txd; fn-ptr dispatch; runs powerups_all.lua; S-3953..S-3960; U-3
00418e70	gameplay	FUN_00418e70	state-runnable-now	183	6	0		stack	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
00498ea0	render	FUN_00498ea0	state-runnable-now	183	1	0		ecx-this,eax-deref	0	snapshot renderer selection to globals; saves subsystem+mode; vtable+0xCC dispatch; writes width/height/depth/fullscreen; S-0207 S-0824 | batch-render-3-s1 plat
00475d90	render	FUN_00475d90	state-runnable-now	184	1	0		ecx-this,eax-deref	1	particle-pool teardown: iterates DAT_00691600 slots; FUN_004768c0 per 64-byte elem; vtable[0x10c] free per sub-block; frees all 4 global arrays; zeros DAT_00691
00458570	gameplay	FUN_00458570	state-runnable-now	185	3	0		stack,ecx-this,eax-deref,fpu	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_an sw
004b9730	input	FUN_004b9730	state-runnable-now	185	5	0		stack,ecx-this,eax-deref	1	 | C1->C2 batch_aj sweep-20260602-1945,lua_settagmethod: FUN_004b9650(name)+FUN_004b9600(type)+FUN_004b9540(settable?); writes fn/nil to L+0x48[type*16+idx]*4; 
005a7460	audio	FUN_005a7460	state-runnable-now	185	3	0		stack,eax-deref	3	audio node priority-queue dequeue+sub-obj stop; bit-0@+0xC gate; FUN_005a6e10(6,2)+FUN_005a6dc0(6,1)+FUN_005a6df0(9,1); inserts to DAT_007dca24 list; DAT_007dca
005ab560	audio	FUN_005ab560	state-runnable-now	185	2	0		stack,ecx-this,eax-deref	3	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
0040da50	util	FUN_0040da50	state-runnable-now	186	7	0		stack,ecx-this,eax-deref	1	 per-player HUD/state update (~274b); 4 players 007f1a14; FUN_0046c7b0/0046c770 active check; DAT_0063bc44[i] from FUN_00426c00 switch; FUN_0041eeb0; D-7725
00414060	util	FUN_00414060	state-runnable-now	186	4	0		stack,eax-deref,fpu	0	185b fastcall(param_1); fVar2 from DAT_0089a384[FUN_00413fa0]; FUN_0042f6a0 cases 6/10 override via FUN_00431d80/FUN_0042fe80; clamps DAT_0089a360 to [DAT_005d7
004647f0	audio	FUN_004647f0	state-runnable-now	186	2	0		stack,eax-deref	0	master volume fader: FUN_0042b8d0 dir; adjust+clamp DAT_006036b8; apply FUN_0045e0f0 to DAT_0088e674 channels; D-10352-fill | C1->C2 batch_ah sweep-20260602-024
00474e70	render	FUN_00474e70	state-runnable-now	186	1	0		stack,eax-deref,fpu	2	batch_w s2 MIXED[gfx-particle-emitter+decal-shockwave-trail+geometry-plane-clip+anim-keyframe-interp+script-vm-handler-bank]; render-heavy mixed bucket batch-re
00475770	render	FUN_00475770	state-runnable-now	186	1	0		stack,ecx-this,eax-deref,fpu	1	matrix-to-euler decomp: fpatan yaw/roll + asin(-m02) pitch with gimbal-lock guard at _DAT_005ceae4; outputs deg via *_DAT_005cc98c; U-4414
004ce2d0	render	FUN_004ce2d0	state-runnable-now	186	2	0		stack,ecx-this,eax-deref	6	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.); C1->C2 batch-rende
005bc690	audio	FUN_005bc690	state-runnable-now	186	1	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00489ce0	particle	FUN_00489ce0	state-runnable-now	187	0	0		stack,ecx-this,eax-deref	0	batch-ac-s3: C1->C2 mechanical; U-3966; no new stubs (no callees)
004cdd60	render	FUN_004cdd60	state-runnable-now	188	2	0		stack,ecx-this,eax-deref	11	RwImageAllocatePixels candidate: stride=((depth+7)>>3)*width aligned-4; total=height*stride+(1<<depth)*4 for palette; alloc via vtable+0x108; stores stride/pixp
0040ae30	gameplay	FUN_0040ae30	state-runnable-now	189	4	0		stack,eax-deref,fpu	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
00465e80	audio	FUN_00465e80	state-runnable-now	189	5	0		stack,eax-deref	3	per-entity slot-play at specific slot with pos; game_state==3; ch = DAT_00604570[p1*0x25]+p3; free check; pos update + stop + freq 0x46ac4400 vol 1.0; U-1090 | 
0042d4a0	render	FUN_0042d4a0	state-runnable-now	190	5	0		stack,ecx-this,eax-deref	1	viewport setup DAT_0067f18c; W/4 H/4 W/2 H/2; FUN_004c1c80 scale=0.8f; FUN_004671a0 cam ref; FUN_004c7760 raster copy; frontend_unmapped_a-20260511 | batch-rend
00471df0	boot	FUN_00471df0	state-runnable-now	190	1	0		ecx-this,eax-deref	2	two-region zero/sentinel reset (DAT_0069064c..690aac stride 0x8c + DAT_0086ed20..8815a0 stride 0x2510); thunk-called from boot init+track teardown; S-3832 U-380
005b9460	audio	FUN_005b9460	state-runnable-now	190	5	0		stack,eax-deref	1	batch_aa s3 DirectSound/software-mixer audio source state machine (hardware vs software branches on caps[+0x50]&8; 16-bit PCM saturated 2-voice mix at 0x005bb5b
00451990	gameplay	FUN_00451990	state-runnable-now	191	2	0		stack	2	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_am sweep-20260603-0427
0045cb20	gameplay	FUN_0045cb20	state-runnable-now	191	5	0		stack,ecx-this,eax-deref	2	batch_y s1 powerup-bezier-adjacent + per-player-audio-slot-subdomain; gameplay effect/audio glue around player slots | C1->C2 batch_an sweep-20260603-1259
